"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","FRGT","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01","WV03"
"USW00024227","OLYMPIA AIRPORT, WA US","2001-01-29",,,"11.41"," 1153",," 1153","0.19",,,"41","46","35",,,"  240","  240",,,,"23.9","30.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-01-30",,,"10.96"," 1358",," 1357","0.54",,,"40","42","37",,,"  160","  160",,,,"17.0","21.9",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-01-31",,,"3.80"," 0809",," 0108","0.02",,,"40","49","30","    0",,"  180","  170",,,,"12.1","15.0",,"    1","    1",,,,,,,,,"    1",,,"    1",,,,,"    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-01",,,"6.04"," 1941",," 1940","0.10",,,"40","51","29",,,"  210","  210",,,,"23.0","33.1",,"    1","    1",,,,,,,,,"    1",,,"    1",,,,,"    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-02",,,"9.84"," 1150",," 1149","0.15",,,"44","51","37",,,"  210","  210",,,,"29.1","40.0",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-03",,,"2.46"," 0159",," 0441","0.37",,,"39","48","30",,,"  210","  250",,,,"8.9","8.9",,"    1",,,,,,,,,,"    1",,,"    1",,,,"    1",,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-04",,,"9.40"," 1537",," 1537","0.52",,,"47","53","41",,,"  190","  200",,,,"17.0","23.9",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-05",,,"8.95"," 0200",," 0222","0.00",,,"42","48","35",,,"  230","  220",,,,"17.0","21.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-06",,,"5.37"," 1611",," 1616","0.01",,,"35","45","24",,,"   30","   20",,,,"17.0","19.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-07",,,"2.01"," 1409",," 1406","0.00",,,"30","42","18",,,"  180","  200",,,,"6.9","8.9",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-08",,,"6.49"," 1133",," 1130","0.28",,,"34","35","32",,,"  190","  180",,,,"17.9","23.9",,"    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-09",,,"2.24"," 1558",," 1556","0.01",,,"37","48","25",,,"   40","   30",,,,"10.1","13.0",,"    1","    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-10",,,"2.24"," 0338",," 0616","0.00",,,"32","41","22",,,"  160","  170",,,,"8.1","8.1",,"    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-11",,,"3.80"," 1522",," 1416","0.00",,,"37","50","24",,,"   40","   30",,,,"14.1","17.9",,"    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-12",,,"1.79"," 1255",," 1255","0.00",,,"34","48","20",,,"   20","   30",,,,"10.1","13.0",,"    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-13",,,"2.91"," 1320",," 1318","0.00",,,"36","50","22",,,"   30","   40",,,,"13.0","16.1",,"    1","    1",,,,,,,,,"    1",,,,,,,"    1","    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-14",,,"5.82"," 1631",," 2353","0.00",,,"34","46","22",,,"  200","  230",,,,"15.0","17.0",,"    1","    1",,,,,,,,,"    1",,,,,,,,"    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-15",,,"5.37"," 1614",," 1613","0.08",,,"38","44","32",,,"   30","   30",,,,"13.0","17.0",,"    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-16",,,"4.92"," 1810",," 1810","0.89",,,"34","35","32","    0",,"  360","  360",,,,"8.9","10.1",,"    1",,,,,,,,,,"    1",,,"    1",,"    1","    1",,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-17",,,"2.91"," 0048",," 0048","0.04",,,"38","42","33","    0",,"  360","  360",,,,"10.1","12.1",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-18",,,"2.91"," 1308",," 1307","0.06",,,"40","50","30",,,"  180","  180",,,,"13.0","15.0",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-19",,,"4.70"," 1319",," 1436","0.00",,,"41","53","29",,,"  360","   30",,,,"14.1","17.0",,"    1","    1",,,,,,,,,"    1",,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-20",,,"1.12"," 1946",," 1553","0.00",,,"40","55","25",,,"  110","   40",,,,"6.0","6.9",,"    1","    1",,,,,,,,,"    1",,,,,,,"    1",,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-21",,,"1.79"," 1345",," 1339","0.08",,,"44","52","35",,,"  210","  210",,,,"8.9","10.1",,"    1",,,,,,,,,,"    1",,,"    1",,,,"    1",,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-22",,,"3.58"," 1535",," 1324","0.00",,,"40","52","28",,,"   50","   50",,,,"13.0","16.1",,"    1","    1",,,,,,,,,"    1",,,,,,,"    1",,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-23",,,"4.70"," 1015",," 1510","0.01",,,"38","47","28",,,"  170","  180",,,,"14.1","15.0",,"    1",,,,,,,,,,,,,"    1",,,,"    1",,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-24",,,"2.24"," 1552",," 1552","0.00",,,"38","49","27",,,"   50","   40",,,,"8.9","12.1",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-25",,,"2.24"," 1510",," 1445","0.00",,,"38","51","24",,,"   60","   50",,,,"13.0","17.0",,"    1","    1",,,,,,,,,"    1",,,,,,,,"    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-26",,,"3.58"," 1417",," 1417","0.00",,,"37","51","22","    0",,"   60","   60",,,,"15.0","17.0",,"    1","    1",,,,,,,,,"    1",,,,,,,,"    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-27",,,"1.79"," 1227",," 1359","0.00",,,"39","56","21",,,"  360","   30",,,,"8.1","10.1",,"    1","    1",,,,,,,,,"    1",,,,,,,,"    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-02-28",,,"4.70"," 1526",," 1020","0.00",,,"39","54","24","    0",,"  220","  180",,,,"12.1","15.0",,"    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-01",,,"6.71"," 1638",," 1637","0.42","0.0","0.0","35","42","28","    0",,"  190","  180",,,,"29.1","33.1",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-02",,,"6.26"," 1452",," 1450","0.21","0.0","0.0","34","43","24",,,"  250","  250",,,,"23.0","28.0",,"    1",,,,,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-03",,,"1.79"," 1715",," 1227","0.00","0.0","0.0","34","45","22","    0",,"  360","   50",,,,"8.9","13.0",,"    1","    1",,,,,,"    1",,,"    1",,,,,,"    1","    1","    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-04",,,"5.37"," 1525",," 1512","0.00","0.0","0.0","35","49","21","    0",,"   10","   30",,,,"15.0","21.0",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-05",,,"2.91"," 1709",," 1709","0.00","0.0","0.0","48","62","34",,,"   50","   50",,,,"12.1","14.1",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-06",,,"3.80"," 1458",," 1506","0.00","0.0","0.0","45","64","25",,,"   50","   30",,,,"14.1","16.1",,"    1",,,,,,,,,,"    1",,,,,,,"    1",,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-07",,,"3.13"," 2235",," 2210","0.00","0.0","0.0","49","69","28","    0",,"  220","  200",,,,"16.1","21.0",,"    1","    1",,,,,,,,,"    1",,,"    1",,,,"    1","    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-08",,,"5.82"," 1420",," 1416","0.00","0.0","0.0","47","55","38","    0",,"  160","  160",,,,"17.0","21.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-09",,,"3.58"," 1328",," 1327","0.01","0.0","0.0","45","54","35",,,"   70","   70",,,,"13.0","14.1",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-10",,,"3.80"," 1553",," 1554","0.00","0.0","0.0","41","52","29",,,"  230","  230",,,,"16.1","19.9",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-11",,,"3.13"," 2352",," 1035","0.00","0.0","0.0","40","53","27",,,"  210","  190",,,,"12.1","15.0",,"    1","    1",,,,,,,,,"    1",,,,,,,"    1","    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-12",,,"7.61"," 1731",," 1739","0.03","0.0","0.0","48","52","43",,,"  240","  240",,,,"16.1","19.9",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-13",,,"11.41"," 1245",," 1423","0.15","0.0","0.0","43","51","35",,,"  270","  250",,,,"28.0","36.0",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-14",,,"3.58"," 1037",," 1037","0.00","0.0","0.0","39","51","27","    0",,"  210","  190",,,,"12.1","14.1",,"    1",,,,,,,,,,"    1",,,"    1",,,,"    1",,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-15",,,"8.50"," 1259",," 1716","0.27","0.0","0.0","44","50","37",,,"  180","  270",,,,"21.0","23.0",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-16",,,"8.05"," 2254",," 2129","0.08","0.0","0.0","38","44","32","    0",,"  190","  190",,,,"14.1","17.0",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-17",,,"4.70"," 1137",," 1248","0.06","0.0","0.0","44","50","38","    0",,"  190","  190",,,,"15.0","17.0",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-18",,,"12.08"," 1046",," 1532","0.66","0.0","0.0","49","54","44","    0",,"  180","  200",,,,"21.0","29.1",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-19",,,"6.93"," 1245",," 1244","0.07","0.0","0.0","42","52","32","    0",,"  220","  220",,,,"19.9","23.0",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-20",,,"2.46"," 1730",," 1404","0.00","0.0","0.0","42","57","27",,,"  350","  310",,,,"10.1","14.1",,"    1",,,,,,,,,,"    1",,,,,,,"    1","    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-21",,,"4.47"," 1306",," 1405","0.00","0.0","0.0","41","55","26",,,"   10","  360",,,,"13.0","15.0",,"    1",,,,,,,,,,"    1",,,,,,,"    1",,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-22",,,"3.58"," 1513",," 1512","0.00","0.0","0.0","42","59","24",,,"   30","   30",,,,"12.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-23",,,"1.79"," 1425",," 1424","0.00","0.0","0.0","46","64","27",,,"  360","  360",,,,"8.9","12.1",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-24",,,"2.24"," 1746",," 1745","0.11","0.0","0.0","49","63","34",,,"   90","   90",,,,"17.0","21.0",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-25",,,"9.62"," 1333",," 1332","0.39","0.0","0.0","49","55","42","    0",,"  200","  190",,,,"21.0","25.9",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-26",,,"7.61"," 1559",," 1558","0.31","0.0","0.0","44","53","35","    0",,"  230","  230",,,,"16.1","19.9",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-27",,,"8.28"," 1610",," 1609","0.76","0.0","0.0","41","47","35","    0",,"  180","  200",,,,"21.0","25.9",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-28",,,"6.93"," 0235",," 1325","0.02","0.0","0.0","40","49","30","    0",,"  200","  250",,,,"14.1","17.0",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-29",,,"8.05"," 1248",," 1318","0.04","0.0","0.0","38","49","27","    0",,"  230","  220",,,,"16.1","19.9",,"    1","    1",,,,,,,,,"    1",,,"    1",,,,,"    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-30",,,"3.13",,,,"0.00","0.0","0.0",,"55","37",,,,,,,,,,,"    1",,,,,,,,,,"    1",,,,,,,"    1",,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-03-31",,,"9.84"," 1721",," 1517","0.25","0.0","0.0","48","55","40","    0",,"  220","  230",,,,"21.0","25.9",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-01",,,"8.28"," 1214",," 1215","0.01","0.0","0.0","42","51","33",,,"  240","  230",,,,"17.9","21.0",,"    1",,,,,,,,,,"    1",,,"    1",,,,"    1",,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-02",,,"3.80"," 1444",," 1441","0.29","0.0","0.0","40","50","30",,,"   70","   80",,,,"15.0","17.9",,"    1","    1",,,"    1",,,,,,"    1","    1",,"    1",,,,,"    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-03",,,"3.13"," 1546",," 1645","0.01","0.0","0.0","42","53","30",,,"   60","   40",,,,"12.1","13.0",,"    1","    1",,,,,,,,,"    1",,,"    1",,,,"    1","    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-04",,,"3.36"," 1839",," 1838","0.00","0.0","0.0","43","59","26",,,"  260","  270",,,,"10.1","13.0",,"    1","    1",,,,,,,,,"    1",,,,,,,,"    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-05",,,"9.40"," 2146",," 2145","0.17","0.0","0.0","45","49","40",,,"  190","  190",,,,"14.1","17.0",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-06",,,"6.93"," 1525",," 1525","0.04","0.0","0.0","39","47","30","    0",,"  250","  250",,,,"17.0","19.9",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-07",,,"6.71"," 1442",," 1441","0.01","0.0","0.0","40","50","29","    0",,"  200","  190",,,,"17.9","23.9",,"    1","    1",,,,,,,,,"    1",,,"    1",,,,"    1","    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-08",,,"5.14"," 1643",," 1632","0.00","0.0","0.0","44","53","34","    0",,"   30","   30",,,,"13.0","15.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-09",,,"8.50"," 1549",," 1631","0.00","0.0","0.0","41","53","29","    0",,"  250","  260",,,,"17.9","23.0",,"    1","    1",,,,,,,,,"    1","    1",,"    1",,,,"    1","    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-10",,,"6.93"," 1637",," 1637","0.54","0.0","0.0","43","46","39","    0",,"  360","  360",,,,"17.9","21.9",,"    1",,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-11",,,"3.80"," 1150",," 1150","0.01","0.0","0.0","43","58","28","    0",,"   40","   30",,,,"14.1","17.9",,"    1","    1",,,,,,,,,"    1",,,"    1",,,,"    1","    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-12",,,"10.29"," 1317",," 1704","0.07","0.0","0.0","42","48","36","    0",,"  170","  220",,,,"23.0","31.1",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-13",,,"8.05"," 1608",," 1332","0.00","0.0","0.0","41","51","30","    0",,"  270","  230",,,,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-14",,,"3.58"," 1404",," 1403","0.00","0.0","0.0","39","52","26","    0",,"   30","   30",,,,"13.0","17.0",,"    1","    1",,,,,,,,,"    1",,,,,,,,"    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-15",,,"3.13"," 1347",," 1154","0.00","0.0","0.0","46","63","28","    0",,"  360","  360",,,,"8.9","12.1",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-16",,,"4.25"," 1834",," 2007","0.16","0.0","0.0","51","64","37","    0",,"  240","  200",,,,"17.9","21.9",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-17",,,"7.83"," 1212",," 0929","0.39","0.0","0.0","50","57","42","    0",,"  190","  170",,,,"19.9","25.1",,"    1","    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-18",,,"4.92"," 1719",," 1145","0.06","0.0","0.0","47","59","34","    0",,"  270","  280",,,,"15.0","17.9",,"    1","    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-19",,,"3.36"," 1126",," 1124","0.00","0.0","0.0","43","58","28","    0",,"  150","  150",,,,"13.0","15.0",,"    1","    1",,,,,,,,,"    1",,,"    1",,"    1",,,"    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-20",,,"2.24"," 1310",," 1309","0.00","0.0","0.0","47","61","33","    0",,"   40","   40",,,,"13.0","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-21",,,"7.83"," 1614",," 1613","0.00","0.0","0.0","47","63","31","    0",,"  250","  260",,,,"19.9","23.0",,"    1",,,,,,,,,,"    1",,,,,,,"    1",,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-22",,,"9.17"," 1455",," 2333","0.22","0.0","0.0","46","52","40","    0",,"  160","  170",,,,"16.1","21.0",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-23",,,"10.07"," 1004",," 1025","0.11","0.0","0.0","53","59","46","    0",,"  180","  180",,,,"21.9","25.1",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-24",,,"3.80"," 1602",," 1125","0.00","0.0","0.0","59","72","46","    0",,"  290","  190",,,,"13.0","21.0",,"    1",,,,,,,,,,,,,,,,,"    1",,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-25",,,"3.80"," 1632",," 1505","0.00","0.0","0.0","61","75","46",,,"   50","  340",,,,"12.1","15.0",,"    1","    1",,,,,,,,,"    1",,,,,,,"    1",,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-26",,,"5.59"," 1029",," 1053","0.00","0.0","0.0","56","68","44","    0",,"  190","  200",,,,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-27",,,"5.59"," 1755",," 1828","0.14","0.0","0.0","51","59","43","    0",,"  250","  260",,,,"14.1","16.1",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-28",,,"8.28"," 1603",," 1435","0.26","0.0","0.0","46","53","39","    0",,"  230","  220",,,,"23.0","29.1",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-29",,,"13.65"," 0822",," 0822","0.19","0.0","0.0","46","50","42","    0",,"  180","  180",,,,"33.1","46.1",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-04-30",,,"11.18"," 1522",," 1103","0.81","0.0","0.0","48","54","41","    0",,"  250","  210",,,,"25.9","34.9",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-01",,,"10.29"," 1124",," 1124","0.11",,,"44","51","37","    0",,"  260","  260",,,,"21.9","28.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-02",,,"3.80"," 1232",," 1231","0.00",,,"46","60","31","    0",,"   10","  340",,,,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-03",,,"3.58"," 1839",," 1838","0.00",,,"47","62","31","    0",,"   30","   40",,,,"10.1","12.1",,"    1","    1",,,,,,,,,"    1",,,,,,,,"    1",,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-04",,,"7.16"," 2050",," 2049","0.04",,,"51","62","40","    0",,"  240","  260",,,,"19.9","23.0",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-05",,,"9.40"," 1041",," 1040","0.00",,,"47","56","38","    0",,"  250","  250",,,,"21.9","30.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-06",,,"2.91"," 1100",," 1106","0.00",,,"48","64","31","    0",,"   40","   30",,,,"13.0","16.1",,"    1",,,,,,,,,,,,,,,,,"    1",,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-07",,,"4.03"," 1328",," 1327","0.00",,,"53","73","33","    0",,"  180","  180",,,,"14.1","17.0",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-08",,,"6.71"," 1116",," 1116","0.00",,,"53","63","42","    0",,"  240","  240",,,,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-09",,,"4.25"," 1622",," 1619","0.00",,,"48","63","33","    0",,"  250","  260",,,,"13.0","15.0",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-10",,,"4.25"," 1849",," 1848","0.00",,,"51","67","34","    0",,"   50","   50",,,,"8.9","10.1",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-11",,,"4.92"," 1539",," 1426","0.00",,,"58","73","43","    0",,"   50","   50",,,,"12.1","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-12",,,"6.93"," 1410",," 1335","0.01",,,"57","71","42","    0",,"  220","  250",,,,"17.0","21.9",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-13",,,"6.49"," 0105",," 0104","0.01",,,"56","64","48",,,"  200","  190",,,,"13.0","15.0",,,,,,,,,,,,,"    1",,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-14",,,"12.08"," 1032",," 1035","0.83",,,"50","53","47",,,"  180","  190",,,,"25.1","32.0",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-15",,,"8.28"," 1812",," 2025","0.48",,,"52","58","45",,,"  230","  230",,,,"21.9","29.1",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-16",,,"8.72"," 1157",," 1556","0.24",,,"48","59","37","    0",,"  260","  240",,,,"17.0","21.9",,"    1",,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-17",,,"3.80"," 1630",," 1749","0.00",,,"46","57","35","    0",,"  240","  290",,,,"12.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-18",,,"1.79"," 1646",," 1540","0.00",,,"49","63","35","    0",,"  260","  260",,,,"10.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-19",,,"10.29"," 1515",," 1244","0.00",,,"52","63","40","    0",,"  270","  240",,,,"19.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-20",,,"4.70"," 1125",," 1359","0.00",,,"56","68","43","    0",,"  330","  330",,,,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-21",,,"6.04"," 1727",," 1726","0.00",,,"58","77","38","    0",,"   30","   30",,,,"15.0","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-22",,,"3.13"," 1022",," 1020","0.00",,,"68","91","44","    0",,"   30","   20",,,,"12.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-23",,,"5.37"," 1531",," 1446","0.00",,,"67","84","50","    0",,"  250","  230",,,,"15.0","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-24",,,"4.25"," 1411",," 1410","0.00",,,"63","75","50","    0",,"  360","  350",,,,"12.1","14.1",,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-25",,,"3.80"," 1808",," 1255","0.00",,,"60","79","41","    0",,"  330","  100",,,,"12.1","15.0",,"    1","    1",,,,,,,,,"    1",,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","2001-05-26",,,"3.13"," 1629",," 1617","0.00",,,"61","79","42","    0",,"  250","  260",,,,"13.0","17.0",,"    1",,,,,,,,,,"    1",,,,,,,,,,
