"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","FRGT","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV01","WV03"
"USW00024227","OLYMPIA AIRPORT, WA US","1968-03-27","  100","  100",,,,,"1.51","0.0","0.0",,"49","45",,"  200",,,,,"21.0",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-03-28","  100","  100",,,,,"0.06","0.0","0.0",,"52","44",,"  210",,,,,"16.1",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-03-29","   60","   60",,,,,"0.19","0.0","0.0",,"50","33",,"  270",,,,,"23.0",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-03-30","   40","   30",,,,,"0.00","0.0","0.0",,"52","26",,"   40",,,,,"17.0",,,,"    1","    1",,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-03-31","  100","  100",,,,,"0.00","0.0","0.0",,"56","35",,"   40",,,,,"10.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-01","  100","  100",,,,,"0.15","0.0","0.0",,"54","43",,"  340",,,,,"10.1",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-02","   90","   90",,,,,"0.21","0.0","0.0",,"60","45",,"  210",,,,,"13.0",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-03","   90","   80",,,,,"0.00","0.0","0.0",,"60","42",,"  210",,,,,"10.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-04","  100","  100",,,,,"0.24","0.0","0.0",,"50","42",,"  210",,,,,"21.9",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-05","   60","   60",,,,,"0.03","0.0","0.0",,"55","40",,"  250",,,,,"23.0",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-06","   90","   90",,,,,"0.07","0.0","0.0",,"54","42",,"  260",,,,,"30.0",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-07","   80","   90",,,,,"0.00","0.0","0.0",,"53","41",,"  250",,,,,"17.9",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-08","   60","   90",,,,,"0.00","0.0","0.0",,"56","33",,"  310",,,,,"12.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-09","   30","   50",,,,,"0.00","0.0","0.0",,"67","30",,"  200",,,,,"13.0",,,,"    1","    1",,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-10","   80","  100",,,,,"0.00","0.0","0.0",,"61","33",,"  290",,,,,"21.0",,,,"    1","    1",,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-11","   40","   50",,,,,"0.02","0.0","0.0",,"51","35",,"  280",,,,,"29.1",,,,,,,,,,,,,,,,,"    1",,"    1",,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-12","   40","   50",,,,,"0.00","0.0","0.0",,"50","29",,"  230",,,,,"16.1",,,,,,,,,,,,,,,,,,,"    1",,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-13","   80","  100",,,,,"0.00","0.0","0.0",,"54","28",,"  200",,,,,"17.9",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-14","  100","  100",,,,,"0.99","0.0","0.0",,"46","41",,"  210",,,,,"17.9",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-15","   60","   60",,,,,"0.02","0.0","0.0",,"50","36",,"  280",,,,,"23.9",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-16","   40","   50",,,,,"0.00","0.0","0.0",,"55","29",,"   60",,,,,"12.1",,,,"    1","    1",,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-17","   20","   30",,,,,"0.00","0.0","0.0",,"60","27",,"  260",,,,,"14.1",,,,"    1","    1",,,,,,"    1",,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-18","   70","   80",,,,,"0.12","0.0","0.0",,"49","38",,"  210",,,,,"21.0",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-19","   40","   50",,,,,"0.00","0.0","0.0",,"52","36",,"  250",,,,,"19.9",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-20","   70","   70",,,,,"0.16","0.0","0.0",,"54","33",,"  240",,,,,"14.1",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-21","   50","   50",,,,,"0.00","0.0","0.0",,"56","32",,"   60",,,,,"10.1",,,,"    1","    1",,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-22","   80","   90",,,,,"0.00","0.0","0.0",,"66","28",,"  210",,,,,"19.9",,,,"    1","    1",,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-23","   60","   60",,,,,"0.61","0.0","0.0",,"59","41",,"  270",,,,,"17.0",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-24","   90","  100",,,,,"0.01","0.0","0.0",,"53","39",,"  260",,,,,"16.1",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-25","   90","  100",,,,,"0.08","0.0","0.0",,"54","45",,"  230",,,,,"19.9",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-26","   40","   60",,,,,"0.00","0.0","0.0",,"59","39",,"  240",,,,,"12.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-27","   70","   70",,,,,"0.00","0.0","0.0",,"69","38",,"   30",,,,,"8.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-28","   30","   40",,,,,"0.00","0.0","0.0",,"79","39",,"   40",,,,,"10.1",,,,"    1",,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-29","   30","   50",,,,,"0.00","0.0","0.0",,"73","40",,"  330",,,,,"14.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-04-30","   70","   90",,,,,"0.31","0.0","0.0",,"56","39",,"  250",,,,,"21.0",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-01","   70","   90",,,,,"0.00","0.0","0.0",,"58","36",,"  210",,,,,"17.0",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-02","   30","   50",,,,,"0.00","0.0","0.0",,"65","32",,"   40",,,,,"15.0",,,,"    1","    1",,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-03","   40","   30",,,,,"0.00","0.0","0.0",,"70","34",,"   60",,,,,"14.1",,,,"    1",,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-04","   90","   90",,,,,"0.24","0.0","0.0",,"53","39",,"  250",,,,,"30.0",,,,"    1",,,,"    1",,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-05","   90","  100",,,,,"0.05","0.0","0.0",,"48","37",,"  220",,,,,"16.1",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-06","   80","   80",,,,,"0.00","0.0","0.0",,"57","39",,"  230",,,,,"15.0",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-07","   50","   60",,,,,"0.00","0.0","0.0",,"60","32",,"   50",,,,,"12.1",,,,"    1",,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-08","   40","   30",,,,,"0.00","0.0","0.0",,"72","35",,"   40",,,,,"17.9",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-09","   80","   80",,,,,"0.00","0.0","0.0",,"74","45",,"   40",,,,,"8.9",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-10","   50","   60",,,,,"0.00","0.0","0.0",,"67","44",,"  190",,,,,"12.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-11","   60","   40",,,,,"0.00","0.0","0.0",,"70","47",,"  220",,,,,"23.9",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-12","  100","  100",,,,,"0.05","0.0","0.0",,"56","47",,"  240",,,,,"15.0",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-13","   90","  100",,,,,"0.00","0.0","0.0",,"58","41",,"  220",,,,,"15.0",,,,"    1",,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-14","   80","   80",,,,,"0.00","0.0","0.0",,"63","47",,"  280",,,,,"17.9",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-15","   40","   40",,,,,"0.00","0.0","0.0",,"66","42",,"  360",,,,,"14.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-16","   20","   20",,,,,"0.00","0.0","0.0",,"74","35",,"   60",,,,,"15.0",,,,"    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-17","   50","   60",,,,,"0.00","0.0","0.0",,"77","38",,"  360",,,,,"14.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-18","   80","   70",,,,,"0.00","0.0","0.0",,"77","48",,"   40",,,,,"13.0",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-19","  100","  100",,,,,"0.81","0.0","0.0",,"68","55",,"  220",,,,,"8.9",,,,"    1",,,,,,,"    1",,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-20","   90","  100",,,,,"0.12","0.0","0.0",,"65","48",,"  220",,,,,"14.1",,,,"    1",,"    1",,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-21","   80","   80",,,,,"0.28","0.0","0.0",,"63","47",,"  250",,,,,"19.9",,,,,,"    1",,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-22","   70","   90",,,,,"0.03","0.0","0.0",,"61","47",,"  270",,,,,"15.0",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-23","   80","   90",,,,,"0.15","0.0","0.0",,"62","45",,"  230",,,,,"14.1",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-24","   90","   90",,,,,"0.03","0.0","0.0",,"67","47",,"  220",,,,,"8.9",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-25","   90","   90",,,,,"0.34","0.0","0.0",,"66","51",,"  230",,,,,"17.9",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-26","   60","   60",,,,,"0.00","0.0","0.0",,"67","47",,"  340",,,,,"12.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-27","   90","   90",,,,,"0.02","0.0","0.0",,"67","49",,"  270",,,,,"8.9",,,,"    1",,,,,,,"    1",,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-28","   60","   80",,,,,"0.00","0.0","0.0",,"69","46",,"  260",,,,,"15.0",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-29","   40","   60",,,,,"0.00","0.0","0.0",,"66","44",,"  280",,,,,"21.9",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-30","   40","   60",,,,,"0.00","0.0","0.0",,"67","43",,"  330",,,,,"13.0",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-05-31","   90","   90",,,,,"0.45","0.0","0.0",,"66","40",,"  220",,,,,"12.1",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-01","  100","  100",,,,,"1.38","0.0","0.0",,"60","53",,"  220",,,,,"10.1",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-02","   60","   70",,,,,"0.08","0.0","0.0",,"66","47",,"  260",,,,,"16.1",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-03","   30","   40",,,,,"0.00","0.0","0.0",,"66","37",,"  330",,,,,"12.1",,,,"    1",,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-04","    0","   10",,,,,"0.00","0.0","0.0",,"71","39",,"  330",,,,,"10.1",,,,"    1",,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-05","   20","   30",,,,,"0.00","0.0","0.0",,"75","41",,"  230",,,,,"13.0",,,,"    1",,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-06","   80","   90",,,,,"0.00","0.0","0.0",,"63","51",,"  230",,,,,"16.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-07","   90","  100",,,,,"0.00","0.0","0.0",,"63","50",,"  230",,,,,"16.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-08","   80","  100",,,,,"0.00","0.0","0.0",,"60","45",,"  220",,,,,"12.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-09","   80","  100",,,,,"0.00","0.0","0.0",,"69","42",,"  240",,,,,"14.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-10","  100","  100",,,,,"0.24","0.0","0.0",,"67","53",,"  250",,,,,"12.1",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-11","   60","   70",,,,,"0.00","0.0","0.0",,"63","45",,"  250",,,,,"17.9",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-12","   80","   80",,,,,"0.05","0.0","0.0",,"62","44",,"  230",,,,,"15.0",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-13","  100","   90",,,,,"0.08","0.0","0.0",,"63","48",,"  260",,,,,"15.0",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-14","   60","   60",,,,,"0.00","0.0","0.0",,"70","47",,"   60",,,,,"8.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-15","    0","    0",,,,,"0.00","0.0","0.0",,"77","42",,"  330",,,,,"6.9",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-16","   50","   80",,,,,"0.00","0.0","0.0",,"74","45",,"  350",,,,,"13.0",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-17","   30","   50",,,,,"0.00","0.0","0.0",,"75","45",,"   20",,,,,"6.9",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-18","   40","   30",,,,,"0.00","0.0","0.0",,"80","47",,"  270",,,,,"19.9",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-19","   70","   80",,,,,"0.09","0.0","0.0",,"69","46",,"  270",,,,,"12.1",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-20","   60","   60",,,,,"0.00","0.0","0.0",,"69","41",,"   40",,,,,"6.9",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-21","   90","  100",,,,,"0.39","0.0","0.0",,"70","46",,"   30",,,,,"8.9",,,,"    1",,,,,,,"    1",,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-22","  100","  100",,,,,"0.05","0.0","0.0",,"67","54",,"  210",,,,,"8.1",,,,"    1",,,,,,,"    1",,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-23","   50","   40",,,,,"0.00","0.0","0.0",,"75","55",,"   60",,,,,"8.9",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-24","   20","   30",,,,,"0.00","0.0","0.0",,"82","47",,"   60",,,,,"8.9",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-25","   80","  100",,,,,"0.00","0.0","0.0",,"88","52",,"  230",,,,,"12.1",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-26","   80","   70",,,,,"0.01","0.0","0.0",,"77","58",,"  210",,,,,"23.0",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-27","   40","   40",,,,,"0.00","0.0","0.0",,"69","49",,"  270",,,,,"23.0",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-28","   60","   80",,,,,"0.06","0.0","0.0",,"63","46",,"  360",,,,,"17.9",,,,,,,,"    1",,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-29","   60","   80",,,,,"0.00","0.0","0.0",,"67","46",,"  210",,,,,"16.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-06-30","   30","   50",,,,,"0.00","0.0","0.0",,"74","42",,"   40",,,,,"14.1",,,,"    1","    1",,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-01","    0","    0",,,,,"0.00","0.0","0.0",,"88","46",,"   10",,,,,"15.0",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-02","   20","   20",,,,,"0.00","0.0","0.0",,"93","52",,"   10",,,,,"12.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-03","   30","   40",,,,,"0.00","0.0","0.0",,"87","55",,"   40",,,,,"12.1",,,,"    1",,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-04","   50","   60",,,,,"0.00","0.0","0.0",,"81","57",,"  210",,,,,"15.0",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-05","   60","   70",,,,,"0.00","0.0","0.0",,"79","52",,"   20",,,,,"14.1",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-06","   10","   10",,,,,"0.00","0.0","0.0",,"87","46",,"  340",,,,,"10.1",,,,"    1","    1",,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-07","   10","   10",,,,,"0.00","0.0","0.0",,"86","50",,"  360",,,,,"10.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-08","   30","   30",,,,,"0.00","0.0","0.0",,"91","50",,"  230",,,,,"16.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-09","   60","   70",,,,,"0.00","0.0","0.0",,"79","55",,"  240",,,,,"15.0",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-10","   90","   90",,,,,"0.00","0.0","0.0",,"81","57",,"  250",,,,,"14.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-11","  100","  100",,,,,"0.42","0.0","0.0",,"69","60",,"  180",,,,,"10.1",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-12","   60","   70",,,,,"0.09","0.0","0.0",,"70","48",,"  230",,,,,"15.0",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-13","   70","   70",,,,,"0.02","0.0","0.0",,"74","42",,"  260",,,,,"13.0",,,,"    1",,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-14","  100","  100",,,,,"0.19","0.0","0.0",,"66","56",,"  210",,,,,"21.0",,,,,,"    1",,"    1",,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-15","   60","   70",,,,,"0.05","0.0","0.0",,"70","47",,"  270",,,,,"17.9",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-16","   50","   70",,,,,"0.00","0.0","0.0",,"73","42",,"  270",,,,,"13.0",,,,"    1","    1",,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-17","   40","   40",,,,,"0.00","0.0","0.0",,"75","45",,"  300",,,,,"8.9",,,,"    1",,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-18","   70","   60",,,,,"0.00","0.0","0.0",,"79","47",,"  210",,,,,"8.9",,,,"    1","    1",,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-19","   80","   90",,,,,"0.12","0.0","0.0",,"67","53",,"  240",,,,,"19.9",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-20","   40","   50",,,,,"0.00","0.0","0.0",,"71","48",,"  220",,,,,"13.0",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-21","   30","   50",,,,,"0.00","0.0","0.0",,"74","43",,"  240",,,,,"16.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-22","   90","   90",,,,,"0.00","0.0","0.0",,"71","47",,"  360",,,,,"10.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-23","   90","   90",,,,,"0.00","0.0","0.0",,"75","45",,"  360",,,,,"14.1",,,,"    1","    1",,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-24","   20","   30",,,,,"0.00","0.0","0.0",,"85","47",,"   40",,,,,"15.0",,,,"    1","    1",,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-25","   30","   40",,,,,"0.00","0.0","0.0",,"79","50",,"   40",,,,,"8.1",,,,,,,,,,,"    1",,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-26","   40","   40",,,,,"0.00","0.0","0.0",,"84","50",,"   20",,,,,"8.9",,,,"    1","    1",,,,,,"    1",,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-27","    0","    0",,,,,"0.00","0.0","0.0",,"91","51",,"   20",,,,,"13.0",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-28","   10","   10",,,,,"0.00","0.0","0.0",,"88","54",,"   20",,,,,"8.9",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-29","    0","   10",,,,,"0.00","0.0","0.0",,"82","51",,"  200",,,,,"19.9",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-30","   10","   10",,,,,"0.00","0.0","0.0",,"86","45",,"   50",,,,,"14.1",,,,"    1","    1",,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-07-31","   10","   20",,,,,"0.00","0.0","0.0",,"95","50",,"  360",,,,,"13.0",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-08-01","   50","   60",,,,,"0.00","0.0","0.0",,"91","52",,"  210",,,,,"10.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-08-02","   80","   90",,,,,"0.00","0.0","0.0",,"79","53",,"  220",,,,,"13.0",,,,"    1",,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-08-03","   50","   60",,,,,"0.00","0.0","0.0",,"75","54",,"  230",,,,,"14.1",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-08-04","   90","  100",,,,,"0.00","0.0","0.0",,"70","52",,"  260",,,,,"12.1",,,,,,,,,,,,,,,,,"    1",,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-08-05","   70","   80",,,,,"0.00","0.0","0.0",,"69","47",,"  210",,,,,"15.0",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-08-06","   60","   80",,,,,"0.00","0.0","0.0",,"75","40",,"   20",,,,,"13.0",,,,,,,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-08-07","   10","   20",,,,,"0.00","0.0","0.0",,"80","41",,"   20",,,,,"13.0",,,,"    1","    1",,,,,,,,,,,,,,,,,,,
"USW00024227","OLYMPIA AIRPORT, WA US","1968-08-08","   60","   70",,,,,"0.00","0.0","0.0",,"82","43",,"   20",,,,,"14.1",,,,,,,,,,,,,,,,,,,,,,,,
